tester_id,Animation,Train Accuracy,Test Accuracy,Precision,Recall,Specificity
T1,HS_FA_BIG,0.9958333333333332,0.9166666666666666,0.8875,0.9833333333333332,0.85
T1,HS_FA_LIT,0.9958333333333332,0.85,0.8633333333333333,0.8833333333333334,0.8166666666666667
T1,HS_SL_BIG,0.9958333333333333,0.925,0.9208333333333334,0.9500000000000002,0.9
T1,HS_SL_LIT,1.0,0.925,0.8925000000000001,1.0,0.85
T1,VB_FA_BIG,0.9916666666666666,0.8,0.9083333333333332,0.6833333333333332,0.9166666666666666
T1,VB_FA_LIT,1.0,0.9583333333333334,0.9375,1.0,0.9166666666666666
T1,VB_SL_BIG,0.9958333333333332,0.8333333333333334,0.9416666666666667,0.7333333333333332,0.9333333333333333
T1,VB_SL_LIT,1.0,0.941666666666667,0.9175000000000001,1.0,0.8833333333333331
T10,HS_FA_BIG,0.9958333333333333,0.7666666666666667,0.8916666666666664,0.6499999999999998,0.8833333333333332
T10,HS_FA_LIT,0.9916666666666668,0.8333333333333334,0.8183333333333331,0.9,0.7666666666666666
T10,HS_SL_BIG,1.0,0.9000000000000001,0.86,1.0,0.7999999999999998
T10,HS_SL_LIT,0.9958333333333332,0.575,0.7000000000000001,0.3833333333333332,0.7666666666666665
T10,VB_FA_BIG,1.0,0.8583333333333334,0.9541666666666666,0.7666666666666664,0.95
T10,VB_FA_LIT,0.9958333333333332,0.9333333333333333,0.975,0.9,0.9666666666666666
T10,VB_SL_BIG,0.9958333333333332,0.8166666666666668,0.9541666666666666,0.6833333333333332,0.95
T10,VB_SL_LIT,0.9958333333333332,0.9000000000000001,0.9291666666666668,0.8833333333333334,0.9166666666666666
T11,HS_FA_BIG,0.9833333333333332,0.9166666666666666,0.885,1.0,0.8333333333333333
T11,HS_FA_LIT,0.9875,0.8583333333333334,0.9083333333333334,0.8333333333333333,0.8833333333333332
T11,HS_SL_BIG,0.9791666666666664,0.9166666666666666,0.8925000000000001,0.9833333333333332,0.85
T11,HS_SL_LIT,0.9791666666666664,0.9666666666666666,0.95,1.0,0.9333333333333332
T11,VB_FA_BIG,0.9958333333333332,0.975,0.9625,1.0,0.95
T11,VB_FA_LIT,0.9958333333333333,0.9666666666666666,0.95,1.0,0.9333333333333333
T11,VB_SL_BIG,0.9958333333333332,0.9916666666666668,1.0,0.9833333333333332,1.0
T11,VB_SL_LIT,1.0,0.9833333333333334,0.975,1.0,0.9666666666666666
T12,HS_FA_BIG,0.9958333333333333,0.9000000000000001,0.8699999999999999,1.0,0.7999999999999999
T12,HS_FA_LIT,0.9916666666666666,0.6499999999999999,0.8166666666666667,0.4833333333333333,0.8166666666666667
T12,HS_SL_BIG,0.9833333333333332,0.5500000000000002,0.5791666666666667,0.3,0.7999999999999999
T12,HS_SL_LIT,0.9916666666666668,0.7583333333333334,0.8541666666666666,0.6833333333333331,0.8333333333333333
T12,VB_FA_BIG,0.9958333333333332,0.9416666666666667,0.95,0.95,0.9333333333333333
T12,VB_FA_LIT,0.9958333333333332,0.6583333333333333,0.75,0.39999999999999997,0.9166666666666666
T12,VB_SL_BIG,0.9916666666666666,0.9250000000000002,0.9425000000000001,0.9333333333333332,0.9166666666666666
T12,VB_SL_LIT,1.0,0.9166666666666666,0.9375,0.9166666666666666,0.9166666666666667
T13,HS_FA_BIG,1.0,0.7833333333333334,0.9508333333333333,0.6333333333333333,0.9333333333333332
T13,HS_FA_LIT,0.9958333333333333,0.8333333333333334,0.9258333333333333,0.7666666666666665,0.9
T13,HS_SL_BIG,1.0,0.7666666666666668,0.9541666666666668,0.5833333333333333,0.95
T13,HS_SL_LIT,1.0,0.9833333333333334,0.975,1.0,0.9666666666666666
T13,VB_FA_BIG,0.9958333333333332,0.8333333333333334,0.95,0.7166666666666666,0.95
T13,VB_FA_LIT,0.9916666666666666,0.9416666666666667,0.9458333333333332,0.95,0.9333333333333333
T13,VB_SL_BIG,0.9916666666666666,0.5499999999999999,0.3,0.16666666666666666,0.9333333333333332
T13,VB_SL_LIT,0.9958333333333332,0.5916666666666667,0.45,0.18333333333333332,1.0
T14,HS_FA_BIG,0.9958333333333332,0.9416666666666667,0.9175000000000001,1.0,0.8833333333333332
T14,HS_FA_LIT,1.0,0.9083333333333334,0.8800000000000001,0.9833333333333332,0.8333333333333333
T14,HS_SL_BIG,0.9958333333333332,0.8666666666666666,0.8808333333333334,0.9,0.8333333333333333
T14,HS_SL_LIT,1.0,0.5333333333333334,0.4175,0.3,0.7666666666666665
T14,VB_FA_BIG,0.9958333333333332,0.9666666666666666,0.9625,0.9833333333333332,0.95
T14,VB_FA_LIT,0.9958333333333332,0.925,0.9625,0.9,0.95
T14,VB_SL_BIG,1.0,0.7666666666666667,0.975,0.55,0.9833333333333334
T14,VB_SL_LIT,0.9958333333333332,0.9166666666666666,0.975,0.8666666666666666,0.9666666666666666
T15,HS_FA_BIG,1.0,0.8750000000000002,0.9875,0.7666666666666664,0.9833333333333334
T15,HS_FA_LIT,1.0,0.9250000000000002,0.8925000000000001,1.0,0.8499999999999999
T15,HS_SL_BIG,1.0,0.9833333333333334,0.9875,0.9833333333333332,0.9833333333333334
T15,HS_SL_LIT,1.0,0.975,0.9625,1.0,0.95
T15,VB_FA_BIG,0.9958333333333333,1.0,1.0,1.0,1.0
T15,VB_FA_LIT,1.0,0.8333333333333336,0.975,0.6999999999999997,0.9666666666666668
T15,VB_SL_BIG,0.9958333333333332,0.9916666666666668,0.9875,1.0,0.9833333333333332
T15,VB_SL_LIT,1.0,0.9833333333333334,0.975,1.0,0.9666666666666666
T16,HS_FA_BIG,0.9916666666666666,0.925,0.8925000000000001,1.0,0.85
T16,HS_FA_LIT,0.9916666666666666,0.8833333333333334,0.8558333333333333,0.9666666666666668,0.7999999999999999
T16,HS_SL_BIG,0.9958333333333332,0.8666666666666666,0.8149999999999998,1.0,0.7333333333333332
T16,HS_SL_LIT,0.9833333333333334,0.8166666666666667,0.7749999999999999,0.9666666666666668,0.6666666666666666
T16,VB_FA_BIG,0.9958333333333332,0.975,0.9625,1.0,0.95
T16,VB_FA_LIT,1.0,0.9583333333333334,0.9375,1.0,0.9166666666666666
T16,VB_SL_BIG,0.9958333333333332,0.9416666666666667,0.9375,0.9666666666666668,0.9166666666666666
T16,VB_SL_LIT,1.0,0.9416666666666667,0.9375,0.9666666666666668,0.9166666666666666
T17,HS_FA_BIG,1.0,0.7500000000000002,0.7841666666666666,0.6499999999999998,0.8499999999999999
T17,HS_FA_LIT,0.9916666666666666,0.8083333333333333,0.8316666666666667,0.8666666666666666,0.7499999999999999
T17,HS_SL_BIG,1.0,0.8250000000000002,0.9008333333333335,0.7666666666666665,0.8833333333333334
T17,HS_SL_LIT,0.9916666666666666,0.6833333333333333,0.6258333333333332,0.5666666666666667,0.7999999999999999
T17,VB_FA_BIG,0.9958333333333333,0.6916666666666665,0.8041666666666666,0.45,0.9333333333333332
T17,VB_FA_LIT,0.9875,0.7083333333333333,0.7,0.5666666666666667,0.85
T17,VB_SL_BIG,0.9916666666666666,0.825,0.8183333333333334,0.8833333333333332,0.7666666666666666
T17,VB_SL_LIT,0.9833333333333334,0.7416666666666667,0.8833333333333332,0.5999999999999999,0.8833333333333332
T18,HS_FA_BIG,1.0,0.9333333333333332,0.905,1.0,0.8666666666666666
T18,HS_FA_LIT,0.9875,0.9083333333333332,0.8833333333333332,0.9666666666666668,0.8499999999999999
T18,HS_SL_BIG,0.9916666666666666,0.8416666666666666,0.8175000000000001,0.9166666666666666,0.7666666666666666
T18,HS_SL_LIT,1.0,0.8,0.7808333333333333,0.8,0.7999999999999999
T18,VB_FA_BIG,1.0,0.975,0.9625,1.0,0.95
T18,VB_FA_LIT,1.0,0.9,1.0,0.7999999999999999,1.0
T18,VB_SL_BIG,1.0,0.9666666666666668,0.95,1.0,0.9333333333333332
T18,VB_SL_LIT,1.0,0.9833333333333334,0.975,1.0,0.9666666666666666
T19,HS_FA_BIG,1.0,0.9583333333333333,0.9375,1.0,0.9166666666666667
T19,HS_FA_LIT,1.0,0.9083333333333334,0.8975,0.9833333333333332,0.8333333333333333
T19,HS_SL_BIG,1.0,0.8666666666666666,0.8825,0.9166666666666666,0.8166666666666668
T19,HS_SL_LIT,1.0,0.7583333333333332,0.9083333333333332,0.55,0.9666666666666666
T19,VB_FA_BIG,1.0,0.8666666666666668,0.9833333333333332,0.7499999999999998,0.9833333333333332
T19,VB_FA_LIT,0.9958333333333332,0.8833333333333334,0.875,0.8,0.9666666666666666
T19,VB_SL_BIG,1.0,0.8583333333333334,0.8391666666666666,0.9333333333333333,0.7833333333333332
T19,VB_SL_LIT,1.0,0.8,0.9333333333333333,0.6666666666666664,0.9333333333333333
T2,HS_FA_BIG,0.9958333333333332,0.7583333333333334,0.8791666666666667,0.6333333333333332,0.8833333333333332
T2,HS_FA_LIT,0.9833333333333334,0.7166666666666667,0.7433333333333332,0.7499999999999998,0.6833333333333333
T2,HS_SL_BIG,1.0,0.65,0.7166666666666666,0.4499999999999999,0.8499999999999999
T2,HS_SL_LIT,0.9916666666666666,0.8750000000000002,0.8275,1.0,0.7499999999999999
T2,VB_FA_BIG,0.9916666666666666,0.7416666666666665,0.9833333333333332,0.5000000000000001,0.9833333333333332
T2,VB_FA_LIT,1.0,0.7416666666666666,0.8916666666666666,0.5333333333333333,0.95
T2,VB_SL_BIG,0.9958333333333333,0.9666666666666666,0.975,0.9666666666666668,0.9666666666666666
T2,VB_SL_LIT,0.9916666666666666,0.9166666666666667,0.8800000000000001,1.0,0.8333333333333333
T20,HS_FA_BIG,0.9916666666666668,0.7583333333333334,0.85,0.6666666666666664,0.85
T20,HS_FA_LIT,0.9875,0.9,0.86,1.0,0.8
T20,HS_SL_BIG,1.0,0.9416666666666667,0.95,0.9500000000000002,0.9333333333333332
T20,HS_SL_LIT,0.9958333333333332,0.9333333333333333,0.9083333333333334,0.9833333333333332,0.8833333333333332
T20,VB_FA_BIG,0.9875,0.8416666666666668,0.9833333333333332,0.6999999999999998,0.9833333333333332
T20,VB_FA_LIT,0.9958333333333333,0.95,0.93,1.0,0.9
T20,VB_SL_BIG,0.9833333333333334,0.9666666666666666,0.9550000000000001,1.0,0.9333333333333333
T20,VB_SL_LIT,0.9958333333333333,0.85,0.8591666666666666,0.8666666666666668,0.8333333333333333
T21,HS_FA_BIG,1.0,0.8916666666666666,0.8841666666666665,0.9333333333333333,0.85
T21,HS_FA_LIT,1.0,0.9166666666666667,0.885,1.0,0.8333333333333333
T21,HS_SL_BIG,1.0,0.7083333333333334,0.7625,0.5833333333333333,0.8333333333333333
T21,HS_SL_LIT,0.9958333333333332,0.8333333333333334,0.775,1.0,0.6666666666666665
T21,VB_FA_BIG,0.9916666666666666,0.9416666666666668,0.9175000000000001,1.0,0.8833333333333332
T21,VB_FA_LIT,0.9958333333333333,0.9333333333333332,0.9125,0.9833333333333332,0.8833333333333332
T21,VB_SL_BIG,0.9916666666666666,0.8333333333333334,0.8833333333333332,0.7999999999999999,0.8666666666666665
T21,VB_SL_LIT,0.9958333333333333,0.8583333333333336,0.8516666666666668,0.9166666666666667,0.7999999999999999
T22,HS_FA_BIG,0.9875,0.7083333333333334,0.8375,0.5833333333333333,0.8333333333333333
T22,HS_FA_LIT,0.9875,0.8166666666666667,0.8108333333333333,0.8833333333333334,0.7499999999999999
T22,HS_SL_BIG,0.9958333333333333,0.8916666666666668,0.9083333333333334,0.8833333333333335,0.9000000000000001
T22,HS_SL_LIT,0.9875000000000002,0.8916666666666666,0.8833333333333332,0.9333333333333332,0.85
T22,VB_FA_BIG,0.9958333333333333,0.8750000000000002,0.8300000000000001,1.0,0.7499999999999998
T22,VB_FA_LIT,0.9958333333333333,0.9333333333333333,0.9,1.0,0.8666666666666666
T22,VB_SL_BIG,0.9958333333333332,0.9583333333333334,0.9625,0.9666666666666666,0.95
T22,VB_SL_LIT,0.9875,0.975,0.9625,1.0,0.95
T23,HS_FA_BIG,1.0,0.95,0.93,1.0,0.9
T23,HS_FA_LIT,0.9875,0.9166666666666666,0.9175000000000001,0.9500000000000002,0.8833333333333332
T23,HS_SL_BIG,1.0,0.9583333333333334,0.9375,1.0,0.9166666666666666
T23,HS_SL_LIT,0.9708333333333334,0.85,0.9416666666666667,0.7666666666666664,0.9333333333333332
T23,VB_FA_BIG,1.0,0.6583333333333331,0.975,0.3333333333333332,0.9833333333333332
T23,VB_FA_LIT,1.0,0.8666666666666666,0.9666666666666666,0.7666666666666664,0.9666666666666666
T23,VB_SL_BIG,1.0,0.9833333333333334,0.9875,0.9833333333333332,0.9833333333333332
T23,VB_SL_LIT,1.0,0.8500000000000002,0.95,0.7499999999999999,0.95
T24,HS_FA_BIG,1.0,0.8250000000000002,0.9541666666666668,0.6999999999999997,0.95
T24,HS_FA_LIT,1.0,0.8250000000000002,0.9333333333333333,0.7333333333333332,0.9166666666666667
T24,HS_SL_BIG,1.0,1.0,1.0,1.0,1.0
T24,HS_SL_LIT,0.9958333333333332,0.9666666666666668,0.975,0.9666666666666666,0.9666666666666666
T24,VB_FA_BIG,1.0,0.9666666666666666,0.95,1.0,0.9333333333333333
T24,VB_FA_LIT,1.0,0.9166666666666666,0.9425000000000001,0.9166666666666667,0.9166666666666666
T24,VB_SL_BIG,0.9958333333333332,0.8666666666666666,0.925,0.8166666666666667,0.9166666666666666
T24,VB_SL_LIT,0.9916666666666666,0.9583333333333334,0.9375,1.0,0.9166666666666666
T25,HS_FA_BIG,0.9958333333333333,0.8000000000000002,0.9125,0.6999999999999997,0.9
T25,HS_FA_LIT,0.9916666666666666,0.9166666666666666,0.885,1.0,0.8333333333333333
T25,HS_SL_BIG,1.0,0.7666666666666666,0.8916666666666666,0.6333333333333334,0.9
T25,HS_SL_LIT,1.0,0.7583333333333335,0.85,0.6666666666666664,0.85
T25,VB_FA_BIG,1.0,0.9833333333333334,0.9875,0.9833333333333332,0.9833333333333332
T25,VB_FA_LIT,0.9875,0.7083333333333334,0.6458333333333333,0.4999999999999999,0.9166666666666666
T25,VB_SL_BIG,0.9833333333333332,0.9916666666666668,0.9875,1.0,0.9833333333333332
T25,VB_SL_LIT,0.9791666666666666,0.9416666666666667,0.9175000000000001,1.0,0.8833333333333334
T26,HS_FA_BIG,1.0,0.8499999999999999,0.875,0.85,0.8499999999999999
T26,HS_FA_LIT,0.9666666666666666,0.8916666666666668,0.8550000000000001,0.9833333333333334,0.8
T26,HS_SL_BIG,0.9916666666666666,0.8666666666666669,0.8358333333333334,0.9666666666666668,0.7666666666666667
T26,HS_SL_LIT,1.0,0.825,0.7966666666666666,0.8833333333333332,0.7666666666666666
T26,VB_FA_BIG,1.0,0.8083333333333336,0.9583333333333334,0.6666666666666664,0.95
T26,VB_FA_LIT,1.0,0.9499999999999998,0.93,1.0,0.9000000000000001
T26,VB_SL_BIG,1.0,0.7083333333333333,0.8416666666666666,0.5666666666666667,0.85
T26,VB_SL_LIT,0.9916666666666668,0.9333333333333333,0.905,1.0,0.8666666666666666
T27,HS_FA_BIG,0.9875,0.9,0.8683333333333334,0.9833333333333334,0.8166666666666667
T27,HS_FA_LIT,0.9958333333333332,0.95,0.9475,0.9833333333333332,0.9166666666666667
T27,HS_SL_BIG,1.0,0.8916666666666666,0.8474999999999999,1.0,0.7833333333333333
T27,HS_SL_LIT,1.0,0.8083333333333332,0.9458333333333332,0.6666666666666667,0.95
T27,VB_FA_BIG,0.9958333333333333,0.975,0.9675,1.0,0.95
T27,VB_FA_LIT,0.9916666666666668,0.9583333333333334,0.9425000000000001,1.0,0.9166666666666666
T27,VB_SL_BIG,0.9875,0.8083333333333336,0.93,0.6999999999999998,0.9166666666666667
T27,VB_SL_LIT,0.9833333333333334,0.95,0.93,1.0,0.9
T28,HS_FA_BIG,1.0,0.4833333333333333,0.0,0.0,0.9666666666666666
T28,HS_FA_LIT,1.0,0.5083333333333332,0.25,0.09999999999999999,0.9166666666666667
T28,HS_SL_BIG,1.0,0.7500000000000001,0.8416666666666666,0.6666666666666664,0.8333333333333333
T28,HS_SL_LIT,0.9875,0.7083333333333334,0.7791666666666667,0.55,0.8666666666666666
T28,VB_FA_BIG,0.9875,0.7833333333333334,0.95,0.6333333333333332,0.9333333333333333
T28,VB_FA_LIT,0.9958333333333332,0.45833333333333337,0.025,0.016666666666666666,0.9
T28,VB_SL_BIG,0.9916666666666666,0.45833333333333337,0.05,0.016666666666666666,0.9
T28,VB_SL_LIT,1.0,0.9083333333333334,0.9625,0.85,0.9666666666666666
T29,HS_FA_BIG,0.9958333333333333,0.8166666666666668,0.9175000000000001,0.7333333333333332,0.9
T29,HS_FA_LIT,0.9958333333333332,0.8666666666666666,0.8841666666666665,0.8833333333333332,0.85
T29,HS_SL_BIG,0.9916666666666668,0.8333333333333334,0.9258333333333333,0.7666666666666666,0.9
T29,HS_SL_LIT,1.0,0.8916666666666668,0.8833333333333332,0.9333333333333333,0.85
T29,VB_FA_BIG,0.9916666666666666,0.9583333333333334,0.9375,1.0,0.9166666666666666
T29,VB_FA_LIT,1.0,0.9583333333333333,0.9425000000000001,1.0,0.9166666666666667
T29,VB_SL_BIG,0.9958333333333333,0.9666666666666666,0.9550000000000001,1.0,0.9333333333333333
T29,VB_SL_LIT,0.9875000000000002,0.875,0.8799999999999999,0.9,0.85
T3,HS_FA_BIG,0.9958333333333332,0.6333333333333333,0.8666666666666668,0.3833333333333332,0.8833333333333332
T3,HS_FA_LIT,0.9958333333333332,0.8333333333333336,0.8850000000000001,0.8166666666666667,0.85
T3,HS_SL_BIG,0.9916666666666666,0.925,0.8975,1.0,0.8500000000000002
T3,HS_SL_LIT,0.9958333333333332,0.8083333333333333,0.8875,0.7499999999999998,0.8666666666666666
T3,VB_FA_BIG,0.9958333333333332,0.8833333333333332,0.9833333333333332,0.7833333333333331,0.9833333333333332
T3,VB_FA_LIT,0.9958333333333332,0.9666666666666666,0.9675,0.9833333333333332,0.95
T3,VB_SL_BIG,1.0,0.7583333333333335,0.9833333333333332,0.5333333333333333,0.9833333333333332
T3,VB_SL_LIT,0.9916666666666666,0.9916666666666668,0.9875,1.0,0.9833333333333332
T30,HS_FA_BIG,1.0,0.9,0.9458333333333332,0.8666666666666666,0.9333333333333332
T30,HS_FA_LIT,1.0,0.9833333333333332,0.975,1.0,0.9666666666666668
T30,HS_SL_BIG,1.0,0.975,0.975,0.9833333333333332,0.9666666666666668
T30,HS_SL_LIT,0.9958333333333332,0.7249999999999999,0.9666666666666666,0.4833333333333334,0.9666666666666666
T30,VB_FA_BIG,1.0,0.9166666666666666,0.9625,0.8666666666666666,0.9666666666666666
T30,VB_FA_LIT,1.0,0.9416666666666667,0.925,0.9833333333333334,0.9
T30,VB_SL_BIG,1.0,0.9083333333333332,0.8675,1.0,0.8166666666666667
T30,VB_SL_LIT,1.0,0.908333333333333,0.9541666666666666,0.8666666666666666,0.95
T31,HS_FA_BIG,1.0,0.7750000000000001,0.9375,0.6000000000000001,0.95
T31,HS_FA_LIT,0.9958333333333332,0.975,0.9625,1.0,0.95
T31,HS_SL_BIG,1.0,0.95,0.93,1.0,0.9
T31,HS_SL_LIT,1.0,0.8750000000000002,0.8716666666666667,0.9166666666666666,0.8333333333333333
T31,VB_FA_BIG,1.0,0.975,0.9625,1.0,0.95
T31,VB_FA_LIT,1.0,0.75,0.9425000000000001,0.5666666666666667,0.9333333333333332
T31,VB_SL_BIG,1.0,0.8500000000000002,0.9875,0.7166666666666665,0.9833333333333332
T31,VB_SL_LIT,1.0,0.8583333333333334,0.9833333333333332,0.7333333333333332,0.9833333333333332
T32,HS_FA_BIG,1.0,0.9416666666666667,0.9675,0.9333333333333333,0.95
T32,HS_FA_LIT,1.0,0.9416666666666668,0.9225,1.0,0.8833333333333332
T32,HS_SL_BIG,1.0,0.675,0.805,0.55,0.7999999999999999
T32,HS_SL_LIT,1.0,0.9416666666666667,0.9125,1.0,0.8833333333333332
T32,VB_FA_BIG,1.0,0.8333333333333334,0.9375,0.7333333333333332,0.9333333333333333
T32,VB_FA_LIT,1.0,0.9583333333333334,0.9375,1.0,0.9166666666666666
T32,VB_SL_BIG,1.0,0.9666666666666666,0.95,1.0,0.9333333333333333
T32,VB_SL_LIT,1.0,0.975,0.9625,1.0,0.95
T33,HS_FA_BIG,0.9958333333333333,0.7833333333333334,0.9083333333333334,0.6666666666666664,0.9
T33,HS_FA_LIT,0.9791666666666667,0.9333333333333332,0.905,1.0,0.8666666666666668
T33,HS_SL_BIG,0.9875,0.925,0.8875,1.0,0.85
T33,HS_SL_LIT,0.9916666666666666,0.9083333333333334,0.875,0.9833333333333332,0.8333333333333333
T33,VB_FA_BIG,0.9833333333333332,0.9083333333333334,0.8883333333333333,0.9666666666666666,0.85
T33,VB_FA_LIT,0.9958333333333332,0.9666666666666666,0.95,1.0,0.9333333333333333
T33,VB_SL_BIG,0.9958333333333332,0.9583333333333334,0.9425000000000001,1.0,0.9166666666666666
T33,VB_SL_LIT,0.9958333333333333,0.95,0.925,1.0,0.9
T34,HS_FA_BIG,1.0,0.8000000000000002,0.8958333333333333,0.7166666666666665,0.8833333333333332
T34,HS_FA_LIT,0.9875,0.8666666666666668,0.9175000000000001,0.8333333333333334,0.9
T34,HS_SL_BIG,1.0,0.8666666666666666,0.9583333333333334,0.7833333333333332,0.95
T34,HS_SL_LIT,0.9958333333333332,0.9416666666666667,0.9125,1.0,0.8833333333333332
T34,VB_FA_BIG,1.0,0.9833333333333334,0.975,1.0,0.9666666666666666
T34,VB_FA_LIT,0.9916666666666666,0.8416666666666668,0.9625,0.7333333333333332,0.95
T34,VB_SL_BIG,0.9958333333333333,0.6999999999999998,0.8875,0.4833333333333334,0.9166666666666664
T34,VB_SL_LIT,0.9916666666666666,0.9583333333333334,0.9550000000000001,0.9833333333333332,0.9333333333333332
T35,HS_FA_BIG,1.0,0.9416666666666668,0.9125,1.0,0.8833333333333332
T35,HS_FA_LIT,0.9958333333333332,0.9250000000000002,0.8975,1.0,0.85
T35,HS_SL_BIG,0.9666666666666668,0.7833333333333334,0.7733333333333332,0.8833333333333334,0.6833333333333333
T35,HS_SL_LIT,0.9875,0.7166666666666668,0.7508333333333332,0.7499999999999998,0.6833333333333333
T35,VB_FA_BIG,1.0,0.9666666666666668,0.9625,0.9833333333333334,0.95
T35,VB_FA_LIT,1.0,0.8916666666666668,0.9008333333333333,0.9166666666666666,0.8666666666666665
T35,VB_SL_BIG,1.0,0.9166666666666666,0.9149999999999998,0.9666666666666666,0.8666666666666668
T35,VB_SL_LIT,0.9958333333333333,0.8916666666666666,0.9375,0.85,0.9333333333333332
T4,HS_FA_BIG,1.0,0.5,0.14583333333333331,0.11666666666666667,0.8833333333333332
T4,HS_FA_LIT,0.9916666666666666,0.95,0.925,1.0,0.9
T4,HS_SL_BIG,1.0,0.95,0.93,1.0,0.9
T4,HS_SL_LIT,1.0,0.9666666666666668,0.95,1.0,0.9333333333333332
T4,VB_FA_BIG,0.9875,0.9583333333333334,0.9375,1.0,0.9166666666666667
T4,VB_FA_LIT,0.9958333333333332,0.7,0.8208333333333332,0.4666666666666667,0.9333333333333332
T4,VB_SL_BIG,0.9916666666666666,0.9583333333333334,0.9425000000000001,1.0,0.9166666666666666
T4,VB_SL_LIT,1.0,0.8,0.9666666666666666,0.6333333333333333,0.9666666666666666
T5,HS_FA_BIG,1.0,1.0,1.0,1.0,1.0
T5,HS_FA_LIT,1.0,0.9833333333333334,0.975,1.0,0.9666666666666666
T5,HS_SL_BIG,1.0,0.975,0.9875,0.9666666666666666,0.9833333333333332
T5,HS_SL_LIT,1.0,0.9833333333333334,0.9875,0.9833333333333332,0.9833333333333332
T5,VB_FA_BIG,1.0,0.9833333333333334,0.975,1.0,0.9666666666666666
T5,VB_FA_LIT,1.0,0.9916666666666668,0.9875,1.0,0.9833333333333332
T5,VB_SL_BIG,1.0,0.9916666666666668,0.9875,1.0,0.9833333333333332
T5,VB_SL_LIT,1.0,0.9916666666666668,0.9875,1.0,0.9833333333333332
T6,HS_FA_BIG,0.9958333333333332,0.9416666666666664,0.9175000000000001,1.0,0.8833333333333334
T6,HS_FA_LIT,0.9958333333333332,0.9666666666666666,0.9625,0.9833333333333332,0.95
T6,HS_SL_BIG,0.9875,0.9,0.8975,0.95,0.85
T6,HS_SL_LIT,0.9958333333333332,0.9333333333333332,0.905,1.0,0.8666666666666666
T6,VB_FA_BIG,0.9958333333333332,0.9333333333333333,0.9208333333333332,0.9666666666666668,0.8999999999999998
T6,VB_FA_LIT,0.9958333333333332,0.9666666666666666,0.9625,0.9833333333333334,0.95
T6,VB_SL_BIG,0.9958333333333332,0.9333333333333333,0.9125,0.9833333333333332,0.8833333333333334
T6,VB_SL_LIT,1.0,0.9583333333333334,0.9375,1.0,0.9166666666666666
T7,HS_FA_BIG,1.0,0.8083333333333336,0.9416666666666668,0.6833333333333331,0.9333333333333332
T7,HS_FA_LIT,1.0,0.8333333333333336,0.9458333333333332,0.7333333333333332,0.9333333333333332
T7,HS_SL_BIG,1.0,0.8000000000000002,0.9291666666666666,0.6833333333333331,0.9166666666666666
T7,HS_SL_LIT,1.0,0.6666666666666666,0.875,0.4333333333333333,0.9
T7,VB_FA_BIG,1.0,0.6999999999999997,0.975,0.41666666666666663,0.9833333333333332
T7,VB_FA_LIT,1.0,0.8250000000000002,0.9833333333333332,0.6666666666666664,0.9833333333333332
T7,VB_SL_BIG,0.9958333333333332,0.8416666666666668,0.9416666666666667,0.7333333333333332,0.95
T7,VB_SL_LIT,0.9916666666666666,0.6833333333333333,0.8125,0.4333333333333333,0.9333333333333333
T8,HS_FA_BIG,1.0,0.875,0.86,0.8833333333333332,0.8666666666666666
T8,HS_FA_LIT,0.9875,0.8416666666666666,0.7983333333333333,0.9833333333333334,0.7
T8,HS_SL_BIG,0.9916666666666668,0.7833333333333334,0.7733333333333332,0.8666666666666668,0.6999999999999998
T8,HS_SL_LIT,0.9791666666666666,0.8833333333333334,0.835,1.0,0.7666666666666665
T8,VB_FA_BIG,0.9916666666666668,0.9083333333333335,0.8675,1.0,0.8166666666666667
T8,VB_FA_LIT,0.9875,0.9000000000000001,0.85,1.0,0.7999999999999998
T8,VB_SL_BIG,1.0,0.8,0.95,0.6499999999999998,0.95
T8,VB_SL_LIT,1.0,0.8416666666666668,0.9500000000000002,0.7333333333333332,0.9500000000000002
T9,HS_FA_BIG,0.9958333333333332,0.8666666666666668,0.9125,0.8333333333333333,0.9
T9,HS_FA_LIT,1.0,0.95,0.925,1.0,0.9
T9,HS_SL_BIG,0.9958333333333332,0.9499999999999998,0.925,1.0,0.9
T9,HS_SL_LIT,0.9958333333333333,0.8083333333333333,0.8466666666666667,0.7999999999999998,0.8166666666666667
T9,VB_FA_BIG,0.9958333333333332,0.975,0.9625,1.0,0.95
T9,VB_FA_LIT,1.0,0.8666666666666666,0.9416666666666667,0.7999999999999999,0.9333333333333332
T9,VB_SL_BIG,1.0,0.975,0.9625,1.0,0.95
T9,VB_SL_LIT,0.9958333333333332,0.9416666666666668,0.9125,1.0,0.8833333333333332
